#anno-id:466
#text:지진이 끝나고 15초 밖에 걸리지 않았다는 것을 받아들이기 어렵다.
0	지진이	_	_	B-Activity
8	일치되는	_	_	O
9	젊은	_	_	O
10	세대이다.	_	_	O

#anno-id:496
#text:결과는 무지와 지적 무능력이 그들 자신의 좋은 생각과 일치되는 젊은 세대이다.
0	결과는	_	_	O
1	무지와	_	_	O
2	지적	_	_	O
3	무능력이	_	_	O
4	그들	_	_	O
5	자신의	_	_	O
6	좋은	_	_	O
7	생각과	_	_	O
8	일치되는	_	_	O
9	젊은	_	_	B-Age
10	세대이다.	세대.n	People	O

#anno-id:501
#text:다행히도, 이들 같은 부모들은 자기 아이들이 전통적으로 이해되는 제대로 된 교육을 받기를 정말 원하고 있으며, 그리고 그들은 그것이 무엇을 요구하는가를 알만한 충분한 상식을 가지고 있다.
0	다행히도,	_	_	O
1	이들	_	_	O
2	같은	_	_	O
3	부모들은	_	_	O
4	자기	_	_	B-Ego
5	아이들이	아이.n	Kinship	O
6	전통적으로	_	_	O
7	이해되는	_	_	O
8	제대로	_	_	O
9	된	_	_	O
10	교육을	_	_	O
11	받기를	_	_	O
12	정말	_	_	O
13	원하고	_	_	O
14	있으며,	_	_	O
15	그리고	_	_	O
16	그들은	_	_	O
17	그것이	_	_	O
18	무엇을	_	_	O
19	요구하는가를	_	_	O
20	알만한	_	_	O
21	충분한	_	_	O
22	상식을	_	_	O
23	가지고	_	_	O
24	있다.	_	_	O

#anno-id:509
#text:다행히도, 이들 같은 부모들은 자기 아이들이 전통적으로 이해되는 제대로 된 교육을 받기를 정말 원하고 있으며, 그리고 그들은 그것이 무엇을 요구하는가를 알만한 충분한 상식을 가지고 있다.
0	다행히도,	_	_	O
1	이들	_	_	O
2	같은	_	_	O
3	부모들은	_	_	O
4	자기	_	_	O
5	아이들이	_	_	O
6	전통적으로	_	_	O
7	이해되는	_	_	O
8	제대로	_	_	O
9	된	_	_	O
10	교육을	_	_	O
11	받기를	_	_	O
12	정말	_	_	O
13	원하고	_	_	O
14	있으며,	_	_	O
15	그리고	_	_	O
16	그들은	_	_	O
17	그것이	_	_	O
18	무엇을	_	_	B-Enabled_situation
19	요구하는가를	_	_	I-Enabled_situation
20	알만한	_	_	I-Enabled_situation
21	충분한	충분하다.a	Sufficiency	O
22	상식을	_	_	B-Item
23	가지고	_	_	O
24	있다.	_	_	O

#anno-id:512
#text:교육 기관은 조금도 양보하지 않고 상식과 맞서 싸울것이다.
0	교육	_	_	B-Side_1
1	기관은	_	_	I-Side_1
2	조금도	_	_	B-Duration
3	양보하지	_	_	I-Duration
4	않고	_	_	I-Duration
5	상식과	_	_	B-Purpose
6	맞서	_	_	I-Purpose
7	싸울것이다.	싸우다.v	Hostile_encounter	O

#anno-id:524
#text:그러나 우리들의 교육은 단순히 유능하고 양심적인, 다른 사람들의 손에 의해 진행되어 왔다.
0	그러나	_	_	O
1	우리들의	_	_	O
2	교육은	_	_	O
3	단순히	_	_	O
4	유능하고	유능하다.a	Expertise	O
5	양심적인,	_	_	O
6	다른	_	_	B-Protagonist
7	사람들의	_	_	I-Protagonist
8	손에	_	_	O
9	의해	_	_	O
10	진행되어	_	_	O
11	왔다.	_	_	O

#anno-id:525
#text:이런 의미에서, 선생은 하나의 가정의에 비유될 수 있다.
0	이런	_	_	B-Circumstances
1	의미에서,	_	_	I-Circumstances
2	선생은	_	_	B-Entity
3	하나의	_	_	O
4	가정의에	_	_	B-Event
5	비유될	_	_	I-Event
6	수	수_있다.v	Capability	O
7	있다.	수_있다.v	Capability	O

#anno-id:526
#text:이런 의미에서, 선생은 하나의 가정의에 비유될 수 있다.
0	이런	_	_	O
1	의미에서,	의미.n	Linguistic_meaning	O
2	선생은	_	_	O
3	하나의	_	_	O
4	가정의에	_	_	O
5	비유될	_	_	O
6	수	_	_	O
7	있다.	_	_	O

#anno-id:552
#text:그것은 또한 정치인들이 유용하다고 여기는 일종의 모욕인데, 그 이유는 그것이 중요한 지지층을 위하여 친근한 태도를 보일 수 있도록 정치인들을 도와주기 때문이다.
0	그것은	_	_	O
1	또한	_	_	O
2	정치인들이	정치인.n	People_by_vocation	O
3	유용하다고	_	_	O
4	여기는	_	_	O
5	일종의	_	_	O
6	모욕인데,	_	_	O
7	그	_	_	O
8	이유는	_	_	O
9	그것이	_	_	O
10	중요한	_	_	O
11	지지층을	_	_	O
12	위하여	_	_	O
13	친근한	_	_	O
14	태도를	_	_	O
15	보일	_	_	O
16	수	_	_	O
17	있도록	_	_	O
18	정치인들을	_	_	O
19	도와주기	_	_	O
20	때문이다.	_	_	O

#anno-id:564
#text:이나라 전역에 흩어져 있는 많은 성공적인 학교들이 있고, 이들 중 일부는 가장 가난한 빈민가에 있고, 그리고 이들 학교들은 모두 우리에게 동일한 메시지를 보내고 있다.
0	이나라	_	_	B-Ground
1	전역에	전역.n	Locative_relation	O
2	흩어져	_	_	O
3	있는	_	_	O
4	많은	_	_	O
5	성공적인	_	_	O
6	학교들이	_	_	B-Figures
7	있고,	_	_	O
8	이들	_	_	O
9	중	_	_	O
10	일부는	_	_	O
11	가장	_	_	O
12	가난한	_	_	O
13	빈민가에	_	_	O
14	있고,	_	_	O
15	그리고	_	_	O
16	이들	_	_	O
17	학교들은	_	_	O
18	모두	_	_	O
19	우리에게	_	_	O
20	동일한	_	_	O
21	메시지를	_	_	O
22	보내고	_	_	O
23	있다.	_	_	O

#anno-id:567
#text:이나라 전역에 흩어져 있는 많은 성공적인 학교들이 있고, 이들 중 일부는 가장 가난한 빈민가에 있고, 그리고 이들 학교들은 모두 우리에게 동일한 메시지를 보내고 있다.
0	이나라	_	_	O
1	전역에	_	_	O
2	흩어져	_	_	O
3	있는	_	_	O
4	많은	_	_	O
5	성공적인	_	_	B-Descriptor
6	학교들이	학교.n	Locale_by_use	O
7	있고,	_	_	O
8	이들	_	_	O
9	중	_	_	O
10	일부는	_	_	O
11	가장	_	_	O
12	가난한	_	_	O
13	빈민가에	_	_	O
14	있고,	_	_	O
15	그리고	_	_	O
16	이들	_	_	O
17	학교들은	_	_	O
18	모두	_	_	O
19	우리에게	_	_	O
20	동일한	_	_	O
21	메시지를	_	_	O
22	보내고	_	_	O
23	있다.	_	_	O

#anno-id:569
#text:이나라 전역에 흩어져 있는 많은 성공적인 학교들이 있고, 이들 중 일부는 가장 가난한 빈민가에 있고, 그리고 이들 학교들은 모두 우리에게 동일한 메시지를 보내고 있다.
0	이나라	_	_	O
1	전역에	-에.j	Locative_relation	O
2	흩어져	_	_	O
3	있는	_	_	O
4	많은	_	_	O
5	성공적인	_	_	O
6	학교들이	_	_	O
7	있고,	_	_	O
8	이들	_	_	B-Figure
9	중	_	_	I-Figure
10	일부는	_	_	I-Figure
11	가장	_	_	B-Ground
12	가난한	_	_	I-Ground
13	빈민가에	_	_	I-Ground
14	있고,	_	_	O
15	그리고	_	_	O
16	이들	_	_	O
17	학교들은	_	_	O
18	모두	_	_	O
19	우리에게	_	_	O
20	동일한	_	_	O
21	메시지를	_	_	O
22	보내고	_	_	O
23	있다.	_	_	O

#anno-id:570
#text:역으로, 다수의 성공적이지 못한 학교들이 있고, 우리는 교육 개혁에서 어떤 노력들이 이전에 실패했는지를 알고 있다.
0	역으로,	_	_	O
1	다수의	_	_	O
2	성공적이지	_	_	O
3	못한	_	_	O
4	학교들이	_	_	O
5	있고,	_	_	O
6	우리는	_	_	B-Event
7	교육	_	_	I-Event
8	개혁에서	_	_	I-Event
9	어떤	_	_	I-Event
10	노력들이	_	_	I-Event
11	이전에	이전.n	Time_vector	I-Event
12	실패했는지를	_	_	I-Event
13	알고	_	_	I-Event
14	있다.	_	_	I-Event

#anno-id:572
#text:역으로, 다수의 성공적이지 못한 학교들이 있고, 우리는 교육 개혁에서 어떤 노력들이 이전에 실패했는지를 알고 있다.
0	역으로,	_	_	O
1	다수의	_	_	O
2	성공적이지	_	_	O
3	못한	_	_	O
4	학교들이	_	_	O
5	있고,	_	_	O
6	우리는	_	_	O
7	교육	교육.n	Education_teaching	O
8	개혁에서	_	_	O
9	어떤	_	_	O
10	노력들이	_	_	O
11	이전에	_	_	O
12	실패했는지를	_	_	O
13	알고	_	_	O
14	있다.	_	_	O

#anno-id:574
#text:역으로, 다수의 성공적이지 못한 학교들이 있고, 우리는 교육 개혁에서 어떤 노력들이 이전에 실패했는지를 알고 있다.
0	역으로,	_	_	O
1	다수의	_	_	O
2	성공적이지	_	_	O
3	못한	_	_	O
4	학교들이	_	_	O
5	있고,	_	_	O
6	우리는	_	_	O
7	교육	_	_	B-Goal
8	개혁에서	_	_	I-Goal
9	어떤	_	_	O
10	노력들이	노력.n	Attempt	O
11	이전에	_	_	O
12	실패했는지를	_	_	O
13	알고	_	_	O
14	있다.	_	_	O

#anno-id:576
#text:역으로, 다수의 성공적이지 못한 학교들이 있고, 우리는 교육 개혁에서 어떤 노력들이 이전에 실패했는지를 알고 있다.
0	역으로,	_	_	O
1	다수의	_	_	B-Entity
2	성공적이지	_	_	I-Entity
3	못한	_	_	I-Entity
4	학교들이	_	_	I-Entity
5	있고,	있다.a	Existence	O
6	우리는	_	_	O
7	교육	_	_	O
8	개혁에서	_	_	O
9	어떤	_	_	O
10	노력들이	_	_	O
11	이전에	_	_	O
12	실패했는지를	_	_	O
13	알고	_	_	O
14	있다.	_	_	O

#anno-id:591
#text:우리는 학교 교육에 매우 일찍 노출되는 것은 1학년에서의 성취도는 향상되지만, 이후 그 차이는 급속히 사라진다는 것을 알고 있다.
0	우리는	_	_	O
1	학교	_	_	O
2	교육에	_	_	O
3	매우	_	_	O
4	일찍	_	_	O
5	노출되는	_	_	O
6	것은	_	_	O
7	1학년에서의	_	_	O
8	성취도는	_	_	O
9	향상되지만,	_	_	O
10	이후	_	_	O
11	그	_	_	B-Theme
12	차이는	_	_	I-Theme
13	급속히	_	_	B-Manner
14	사라진다는	사라지다.v	Removing	O
15	것을	_	_	O
16	알고	_	_	O
17	있다.	_	_	O

#anno-id:594
#text:부모들은 또한 그들 자녀들의 교육적 한계들에 대해 학교를 비난할 가능성이 있다.
0	부모들은	_	_	O
1	또한	_	_	O
2	그들	_	_	B-Ego
3	자녀들의	자녀.n	Kinship	O
4	교육적	_	_	O
5	한계들에	_	_	O
6	대해	_	_	O
7	학교를	_	_	O
8	비난할	_	_	O
9	가능성이	_	_	O
10	있다.	_	_	O

#anno-id:601
#text:부모는 학교에서가 아닌, 집에서 그들 자녀 교육에 관여해야 한다.
0	부모는	_	_	O
1	학교에서가	학교.n	Locale_by_use	O
2	아닌,	_	_	O
3	집에서	_	_	O
4	그들	_	_	O
5	자녀	_	_	O
6	교육에	_	_	O
7	관여해야	_	_	O
8	한다.	_	_	O

#anno-id:607
#text:그들은 그들의 아이들이 무단결석하지 않도록 해야 하며 ; 그들은 아이들이 숙제를 하는데 충분한 시간을 쓰는지 확인해야 하고 ; 그들은 학교 통지표를 면밀히 살펴보아야 한다.
0	그들은	_	_	O
1	그들의	_	_	O
2	아이들이	_	_	B-Agent
3	무단결석하지	_	_	O
4	않도록	_	_	O
5	해야	_	_	O
6	하며	_	_	O
7	;	_	_	O
8	그들은	_	_	O
9	아이들이	_	_	O
10	숙제를	_	_	B-Act
11	하는데	하다.a	Intentionally_act	O
12	충분한	_	_	O
13	시간을	_	_	O
14	쓰는지	_	_	O
15	확인해야	_	_	O
16	하고	_	_	O
17	;	_	_	O
18	그들은	_	_	O
19	학교	_	_	O
20	통지표를	_	_	O
21	면밀히	_	_	O
22	살펴보아야	_	_	O
23	한다.	_	_	O

#anno-id:614
#text:부모들이 학교에 불만이 있으면, 그들은 다른 학교로 전학시킬 방안을 마련해야 한다.
0	부모들이	_	_	O
1	학교에	_	_	O
2	불만이	_	_	O
3	있으면,	_	_	O
4	그들은	_	_	B-Owner
5	다른	_	_	B-Possession
6	학교로	_	_	I-Possession
7	전학시킬	_	_	I-Possession
8	방안을	_	_	I-Possession
9	마련해야	마련하다.v	Possession	O
10	한다.	_	_	O

#anno-id:618
#text:특히 더 큰 도시들에서, 지역적으로 선출된 학교 위원회는 야심차고, 일반적으로 부패하고, 그리고 너나 없이 선동적인 지역 정치인 또는 정치인 지망생들의 먹이감이 된다.
0	특히	_	_	O
1	더	_	_	B-Descriptor
2	큰	_	_	I-Descriptor
3	도시들에서,	도시.n	Political_locales	O
4	지역적으로	_	_	O
5	선출된	_	_	O
6	학교	_	_	O
7	위원회는	_	_	O
8	야심차고,	_	_	O
9	일반적으로	_	_	O
10	부패하고,	_	_	O
11	그리고	_	_	O
12	너나	_	_	O
13	없이	_	_	O
14	선동적인	_	_	O
15	지역	_	_	O
16	정치인	_	_	O
17	또는	_	_	O
18	정치인	_	_	O
19	지망생들의	_	_	O
20	먹이감이	_	_	O
21	된다.	_	_	O

#anno-id:620
#text:특히 더 큰 도시들에서, 지역적으로 선출된 학교 위원회는 야심차고, 일반적으로 부패하고, 그리고 너나 없이 선동적인 지역 정치인 또는 정치인 지망생들의 먹이감이 된다.
0	특히	_	_	O
1	더	_	_	O
2	큰	_	_	O
3	도시들에서,	_	_	O
4	지역적으로	_	_	O
5	선출된	_	_	O
6	학교	_	_	O
7	위원회는	_	_	O
8	야심차고,	_	_	O
9	일반적으로	_	_	O
10	부패하고,	부패하다.v	Morality_evaluation	O
11	그리고	_	_	O
12	너나	_	_	O
13	없이	_	_	O
14	선동적인	_	_	O
15	지역	_	_	B-Evaluee
16	정치인	_	_	I-Evaluee
17	또는	_	_	I-Evaluee
18	정치인	_	_	I-Evaluee
19	지망생들의	_	_	I-Evaluee
20	먹이감이	_	_	O
21	된다.	_	_	O

#anno-id:623
#text:수십 년 간의 교육 연구는 학생수가 훨씬 더 적은 반들은 비록 그들이 다른 이유들 때문에 때로는 바람직할 수 있을지라도 학생들의 학업 성취도에는 영향을 전혀 미치지 않는다는 것을 명백하게 우리에게 말해준다.
0	수십	_	_	O
1	년	_	_	O
2	간의	_	_	O
3	교육	교육.n	Education_teaching	O
4	연구는	_	_	O
5	학생수가	_	_	O
6	훨씬	_	_	O
7	더	_	_	O
8	적은	_	_	O
9	반들은	_	_	O
10	비록	_	_	O
11	그들이	_	_	O
12	다른	_	_	O
13	이유들	_	_	O
14	때문에	_	_	O
15	때로는	_	_	O
16	바람직할	_	_	O
17	수	_	_	O
18	있을지라도	_	_	O
19	학생들의	_	_	O
20	학업	_	_	O
21	성취도에는	_	_	O
22	영향을	_	_	O
23	전혀	_	_	O
24	미치지	_	_	O
25	않는다는	_	_	O
26	것을	_	_	O
27	명백하게	_	_	O
28	우리에게	_	_	O
29	말해준다.	_	_	O

#anno-id:630
#text:새로운 자금이 이미 머리부분이 너무 무거운 행정 구조로 유입되고 있는데, 이것은 그 자체가 선생들에게 점점 더 많은 서류 업무가 쌓이게 한다.
0	새로운	_	_	O
1	자금이	_	_	O
2	이미	_	_	O
3	머리부분이	_	_	O
4	너무	_	_	O
5	무거운	_	_	O
6	행정	_	_	O
7	구조로	_	_	O
8	유입되고	_	_	O
9	있는데,	_	_	O
10	이것은	_	_	O
11	그	_	_	O
12	자체가	_	_	O
13	선생들에게	_	_	B-Goal
14	점점	_	_	B-Theme
15	더	_	_	I-Theme
16	많은	_	_	I-Theme
17	서류	_	_	I-Theme
18	업무가	_	_	I-Theme
19	쌓이게	쌓이다.v	Filling	O
20	한다.	_	_	O

#anno-id:635
#text:실제 기준으로 교육비는 지난 사반세기에 급증하였지만 -- 우리는 지금 세계의 어떤 다른 국가보다 학생 당 더 많이 지출한다 -- 교육 성과는 감소하였다는 사실에는 어떤 불가사이도 역설도 없다.
0	실제	_	_	O
1	기준으로	기준.n	Simple_name	O
2	교육비는	_	_	O
3	지난	_	_	O
4	사반세기에	_	_	O
5	급증하였지만	_	_	O
6	--	_	_	O
7	우리는	_	_	O
8	지금	_	_	O
9	세계의	_	_	O
10	어떤	_	_	O
11	다른	_	_	O
12	국가보다	_	_	O
13	학생	_	_	O
14	당	_	_	O
15	더	_	_	O
16	많이	_	_	O
17	지출한다	_	_	O
18	--	_	_	O
19	교육	_	_	O
20	성과는	_	_	O
21	감소하였다는	_	_	O
22	사실에는	_	_	O
23	어떤	_	_	O
24	불가사이도	_	_	O
25	역설도	_	_	O
26	없다.	_	_	O

#anno-id:641
#text:학생들은 그들의 학업 잠재력이 허락하는 대로 교육 사다리를 올라가야 한다.
0	학생들은	_	_	O
1	그들의	_	_	O
2	학업	_	_	O
3	잠재력이	_	_	O
4	허락하는	_	_	O
5	대로	_	_	O
6	교육	교육.n	Education_teaching	O
7	사다리를	_	_	O
8	올라가야	_	_	O
9	한다.	_	_	O

#anno-id:650
#text:그들은 교육적인 경험보다는 모호한 심리학적 그리고 사회학적 이론들에 바탕을 두고 있다.
0	그들은	_	_	O
1	교육적인	_	_	B-Knowledge
2	경험보다는	경험.n	Expertise	O
3	모호한	_	_	O
4	심리학적	_	_	O
5	그리고	_	_	O
6	사회학적	_	_	O
7	이론들에	_	_	O
8	바탕을	_	_	O
9	두고	_	_	O
10	있다.	_	_	O

#anno-id:654
#text:무엇보다 가장 중요한 것은 학교는 교직원, 교과과정, 그리고 모든 학생 규율과 관련된 문제들에 대해 상당한 양의 권위를 갖는 교장이 가져야 한다.
0	무엇보다	_	_	O
1	가장	_	_	O
2	중요한	_	_	O
3	것은	_	_	O
4	학교는	_	_	B-Owner
5	교직원,	_	_	B-Possession
6	교과과정,	_	_	I-Possession
7	그리고	_	_	I-Possession
8	모든	_	_	I-Possession
9	학생	_	_	I-Possession
10	규율과	_	_	I-Possession
11	관련된	_	_	I-Possession
12	문제들에	_	_	I-Possession
13	대해	_	_	I-Possession
14	상당한	_	_	I-Possession
15	양의	_	_	I-Possession
16	권위를	_	_	I-Possession
17	갖는	_	_	I-Possession
18	교장이	_	_	I-Possession
19	가져야	가지다.v	Possession	O
20	한다.	_	_	O

#anno-id:666
#text:1948년 이전 단 한 번의 대통령 선거 해에서만 20 % 이상 많은 국가의 하원의원 선거구가 미국 하원의원보다는 백악관과는 다른 당의 후보를 선택하였다.
0	1948년	_	_	B-Relative_time
1	이전	_	_	I-Relative_time
2	단	_	_	O
3	한	_	_	O
4	번의	_	_	O
5	대통령	_	_	B-Salient_event
6	선거	_	_	I-Salient_event
7	해에서만	해.n	Calendric_unit	O
8	20	_	_	O
9	%	_	_	O
10	이상	_	_	O
11	많은	_	_	O
12	국가의	_	_	O
13	하원의원	_	_	O
14	선거구가	_	_	O
15	미국	_	_	O
16	하원의원보다는	_	_	O
17	백악관과는	_	_	O
18	다른	_	_	O
19	당의	_	_	O
20	후보를	_	_	O
21	선택하였다.	_	_	O

#anno-id:670
#text:1948년 이전 단 한 번의 대통령 선거 해에서만 20 % 이상 많은 국가의 하원의원 선거구가 미국 하원의원보다는 백악관과는 다른 당의 후보를 선택하였다.
0	1948년	_	_	O
1	이전	_	_	O
2	단	_	_	O
3	한	_	_	O
4	번의	_	_	O
5	대통령	_	_	O
6	선거	_	_	O
7	해에서만	_	_	O
8	20	_	_	B-Cognizer
9	%	_	_	I-Cognizer
10	이상	_	_	I-Cognizer
11	많은	_	_	I-Cognizer
12	국가의	_	_	I-Cognizer
13	하원의원	_	_	I-Cognizer
14	선거구가	_	_	I-Cognizer
15	미국	_	_	O
16	하원의원보다는	_	_	O
17	백악관과는	_	_	B-Inherent_purpose
18	다른	_	_	B-Chosen
19	당의	_	_	I-Chosen
20	후보를	_	_	I-Chosen
21	선택하였다.	선택하다.v	Choosing	O

#anno-id:680
#text:지난 반 세기에 걸친 모든 대통령 선거에서, 대통령 후보 Goldwater를 제외하고, 공화당은 의회 의석이나 국회의원에 대한 일반 투표에서 보다 대통령에 대한 다수당의 일반 투표에서 더 많은 비율의 표를 얻었다.
0	지난	_	_	B-Relative_time
1	반	_	_	B-Count
2	세기에	세기.n	Calendric_unit	O
3	걸친	_	_	O
4	모든	_	_	O
5	대통령	_	_	O
6	선거에서,	_	_	O
7	대통령	_	_	O
8	후보	_	_	O
9	Goldwater를	_	_	O
10	제외하고,	_	_	O
11	공화당은	_	_	O
12	의회	_	_	O
13	의석이나	_	_	O
14	국회의원에	_	_	O
15	대한	_	_	O
16	일반	_	_	O
17	투표에서	_	_	O
18	보다	_	_	O
19	대통령에	_	_	O
20	대한	_	_	O
21	다수당의	_	_	O
22	일반	_	_	O
23	투표에서	_	_	O
24	더	_	_	O
25	많은	_	_	O
26	비율의	_	_	O
27	표를	_	_	O
28	얻었다.	_	_	O

#anno-id:683
#text:최근 수십년간의 결과는 무엇을 설명하는가 ?
0	최근	_	_	B-Cause
1	수십년간의	_	_	I-Cause
2	결과는	결과.n	Causation	O
3	무엇을	_	_	O
4	설명하는가	_	_	O
5	?	_	_	O

#anno-id:684
#text:단순한 경제이론이 투표소에서 미국인이 나타내는 이중 인격에 대한 최소한 부분적인 설명을 해준다.
0	단순한	_	_	O
1	경제이론이	_	_	O
2	투표소에서	_	_	B-Topic
3	미국인이	_	_	I-Topic
4	나타내는	_	_	I-Topic
5	이중	_	_	I-Topic
6	인격에	_	_	I-Topic
7	대한	_	_	I-Topic
8	최소한	_	_	O
9	부분적인	_	_	O
10	설명을	설명.n	Statement	O
11	해준다.	_	_	O

#anno-id:695
#text:3 ) 그들의 최소주의 국가 신봉 때문에, 공화당 의회 대표들은 의회의 민주당 출신 의원들보다 지역의 이익을 추구하는데 덜 개입하려고 한다.
0	3	_	_	O
1	)	_	_	O
2	그들의	_	_	B-Cognizer
3	최소주의	_	_	B-Topic
4	국가	_	_	I-Topic
5	신봉	신봉.n	Opinion	O
6	때문에,	_	_	O
7	공화당	_	_	O
8	의회	_	_	O
9	대표들은	_	_	O
10	의회의	_	_	O
11	민주당	_	_	O
12	출신	_	_	O
13	의원들보다	_	_	O
14	지역의	_	_	O
15	이익을	_	_	O
16	추구하는데	_	_	O
17	덜	_	_	O
18	개입하려고	_	_	O
19	한다.	_	_	O

#anno-id:701
#text:3 ) 그들의 최소주의 국가 신봉 때문에, 공화당 의회 대표들은 의회의 민주당 출신 의원들보다 지역의 이익을 추구하는데 덜 개입하려고 한다.
0	3	_	_	O
1	)	_	_	O
2	그들의	_	_	O
3	최소주의	_	_	O
4	국가	_	_	O
5	신봉	_	_	O
6	때문에,	_	_	O
7	공화당	_	_	O
8	의회	_	_	O
9	대표들은	_	_	O
10	의회의	_	_	B-Group
11	민주당	_	_	O
12	출신	_	_	O
13	의원들보다	의원.n	Membership	O
14	지역의	_	_	O
15	이익을	_	_	O
16	추구하는데	_	_	O
17	덜	_	_	O
18	개입하려고	_	_	O
19	한다.	_	_	O

#anno-id:702
#text:이러한 가정을 견지할 경우, 의회 경선 투표자들은 소위 경제이론에서 죄수의 딜레마라 불리는 것에 직면하게 되고 한계적으로, 민주당에 기대게 하는 유인책을 갖게 된다.
0	이러한	_	_	B-Circumstances
1	가정을	_	_	I-Circumstances
2	견지할	_	_	I-Circumstances
3	경우,	_	_	I-Circumstances
4	의회	_	_	B-Topical_entity
5	경선	_	_	I-Topical_entity
6	투표자들은	_	_	I-Topical_entity
7	소위	_	_	O
8	경제이론에서	_	_	O
9	죄수의	_	_	O
10	딜레마라	_	_	O
11	불리는	_	_	O
12	것에	_	_	O
13	직면하게	_	_	O
14	되고	_	_	O
15	한계적으로,	_	_	B-Entity
16	민주당에	_	_	I-Entity
17	기대게	_	_	I-Entity
18	하는	_	_	I-Entity
19	유인책을	_	_	I-Entity
20	갖게	가지다.v	Have_associated	O
21	된다.	_	_	O

#anno-id:720
#text:셋째, 이 이론은 지역의 혜택 추구에 비해 국가정책 결정에 너무 많은 관심을 기울이는 입법자들이 재임에 덜 안전한가에 대한 이유를 제시해 준다.
0	셋째,	_	_	O
1	이	_	_	O
2	이론은	_	_	O
3	지역의	_	_	B-Descriptor
4	혜택	_	_	I-Descriptor
5	추구에	_	_	I-Descriptor
6	비해	_	_	I-Descriptor
7	국가정책	_	_	I-Descriptor
8	결정에	_	_	I-Descriptor
9	너무	_	_	I-Descriptor
10	많은	_	_	I-Descriptor
11	관심을	_	_	I-Descriptor
12	기울이는	_	_	I-Descriptor
13	입법자들이	입법자들.n	Leadership	O
14	재임에	_	_	O
15	덜	_	_	O
16	안전한가에	_	_	O
17	대한	_	_	O
18	이유를	_	_	O
19	제시해	_	_	O
20	준다.	_	_	O

#anno-id:725
#text:예를 들면, 한때 가장 취약한 재임자인 하원의 첫번째 재임 기간의 멤버들은 영향을 받지 않게 되었다.
0	예를	_	_	O
